+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | [Landorus-Therian]      |  110 |  50.46% |  49.09% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |   31 |  72.09% |  64.52% |
| 2    | Tapu Lele               |   24 |  55.81% |  62.50% |
| 3    | Heatran                 |   12 |  27.91% |  41.67% |
| 4    | Rotom-Wash              |   10 |  23.26% |  80.00% |
| 4    | Tapu Fini               |   10 |  23.26% |  50.00% |
| 6    | Greninja-*              |    9 |  20.93% |  66.67% |
| 7    | Volcarona               |    8 |  18.60% |  62.50% |
| 7    | Diancie                 |    8 |  18.60% |  37.50% |
| 9    | Lopunny                 |    7 |  16.28% |  57.14% |
| 10   | Garchomp                |    6 |  13.95% |  66.67% |
| 11   | Zapdos                  |    5 |  11.63% |  60.00% |
| 11   | Magnezone               |    5 |  11.63% |  40.00% |
| 13   | Melmetal                |    4 |   9.30% | 100.00% |
| 13   | Mawile                  |    4 |   9.30% | 100.00% |
| 13   | Victini                 |    4 |   9.30% |  75.00% |
| 13   | Kyurem                  |    4 |   9.30% |  75.00% |
| 13   | Toxapex                 |    4 |   9.30% |  50.00% |
| 13   | Medicham                |    4 |   9.30% |  50.00% |
| 13   | Chansey                 |    4 |   9.30% |  25.00% |
| 13   | Gliscor                 |    4 |   9.30% |  25.00% |
| 21   | Hatterene               |    3 |   6.98% |  66.67% |
| 21   | Clefable                |    3 |   6.98% |  66.67% |
| 21   | Charizard               |    3 |   6.98% |  33.33% |
| 21   | Latias                  |    3 |   6.98% |  33.33% |
| 21   | Weavile                 |    3 |   6.98% |  33.33% |
| 21   | Urshifu                 |    3 |   6.98% |  33.33% |
| 21   | Manectric               |    3 |   6.98% |  33.33% |
| 21   | Slowbro                 |    3 |   6.98% |  33.33% |
| 29   | Scizor                  |    2 |   4.65% | 100.00% |
| 29   | Araquanid               |    2 |   4.65% | 100.00% |
| 29   | Xurkitree               |    2 |   4.65% | 100.00% |
| 29   | Thundurus-Therian       |    2 |   4.65% |  50.00% |
| 29   | Ferrothorn              |    2 |   4.65% |   0.00% |
| 29   | Dragonite               |    2 |   4.65% |   0.00% |
| 29   | Rillaboom               |    2 |   4.65% |   0.00% |
| 36   | Heracross               |    1 |   2.33% | 100.00% |
| 36   | Cresselia               |    1 |   2.33% | 100.00% |
| 36   | Bisharp                 |    1 |   2.33% | 100.00% |
| 36   | Nihilego                |    1 |   2.33% | 100.00% |
| 36   | Ditto                   |    1 |   2.33% | 100.00% |
| 36   | Latios                  |    1 |   2.33% | 100.00% |
| 36   | Slowking                |    1 |   2.33% | 100.00% |
| 36   | Glalie                  |    1 |   2.33% | 100.00% |
| 36   | Gastrodon               |    1 |   2.33% |   0.00% |
| 36   | Hoopa-Unbound           |    1 |   2.33% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 8    | [Heatran]               |   41 |  18.81% |  43.90% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Magma Storm             |   26 |  63.41% |  42.31% |
| 2    | Stealth Rock            |   13 |  31.71% |  38.46% |
| 3    | Earth Power             |   12 |  29.27% |  41.67% |
| 4    | Toxic                   |    9 |  21.95% |  44.44% |
| 5    | Taunt                   |    4 |   9.76% |  25.00% |
| 6    | Eruption                |    2 |   4.88% | 100.00% |
| 6    | Lava Plume              |    2 |   4.88% | 100.00% |
| 6    | Protect                 |    2 |   4.88% |  50.00% |
| 6    | Bloom Doom              |    2 |   4.88% |   0.00% |
| 6    | Will-O-Wisp             |    2 |   4.88% |   0.00% |
| 11   | Flash Cannon            |    1 |   2.44% | 100.00% |
| 11   | Roar                    |    1 |   2.44% | 100.00% |
| 11   | Corkscrew Crash         |    1 |   2.44% | 100.00% |
| 11   | Inferno Overdrive       |    1 |   2.44% |   0.00% |
| 11   | Heavy Slam              |    1 |   2.44% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |   30 |  73.17% |  43.33% |
| 2    | Tapu Fini               |   17 |  41.46% |  35.29% |
| 3    | Kartana                 |   12 |  29.27% |  41.67% |
| 3    | Ferrothorn              |   12 |  29.27% |  25.00% |
| 5    | Zapdos                  |   11 |  26.83% |  45.45% |
| 5    | Latias                  |   11 |  26.83% |  36.36% |
| 7    | Clefable                |   10 |  24.39% |  30.00% |
| 8    | Greninja-*              |    9 |  21.95% |  44.44% |
| 8    | Tapu Lele               |    9 |  21.95% |  33.33% |
| 10   | Lopunny                 |    8 |  19.51% |  25.00% |
| 11   | Weavile                 |    7 |  17.07% |  42.86% |
| 12   | Kyurem                  |    6 |  14.63% |  66.67% |
| 12   | Toxapex                 |    6 |  14.63% |  50.00% |
| 14   | Scizor                  |    5 |  12.20% |  60.00% |
| 15   | Tapu Koko               |    4 |   9.76% | 100.00% |
| 15   | Urshifu                 |    4 |   9.76% |  50.00% |
| 15   | Gastrodon               |    4 |   9.76% |  50.00% |
| 15   | Garchomp                |    4 |   9.76% |  25.00% |
| 15   | Diancie                 |    4 |   9.76% |  25.00% |
| 20   | Medicham                |    3 |   7.32% | 100.00% |
| 20   | Rotom-Wash              |    3 |   7.32% |  66.67% |
| 20   | Manectric               |    3 |   7.32% |  33.33% |
| 20   | Serperior               |    3 |   7.32% |  33.33% |
| 24   | Skarmory                |    2 |   4.88% | 100.00% |
| 24   | Deoxys-Defense          |    2 |   4.88% |  50.00% |
| 24   | Mawile                  |    2 |   4.88% |  50.00% |
| 27   | Zeraora                 |    1 |   2.44% | 100.00% |
| 27   | Venusaur                |    1 |   2.44% | 100.00% |
| 27   | Seismitoad              |    1 |   2.44% | 100.00% |
| 27   | Cresselia               |    1 |   2.44% | 100.00% |
| 27   | Tapu Bulu               |    1 |   2.44% | 100.00% |
| 27   | Tyranitar               |    1 |   2.44% | 100.00% |
| 27   | Reuniclus               |    1 |   2.44% | 100.00% |
| 27   | Porygon-Z               |    1 |   2.44% | 100.00% |
| 27   | Gliscor                 |    1 |   2.44% |   0.00% |
| 27   | Charizard               |    1 |   2.44% |   0.00% |
| 27   | Victini                 |    1 |   2.44% |   0.00% |
| 27   | Rillaboom               |    1 |   2.44% |   0.00% |
| 27   | Hoopa-Unbound           |    1 |   2.44% |   0.00% |
| 27   | Tangrowth               |    1 |   2.44% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 9    | [Toxapex]               |   37 |  16.97% |  48.65% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Toxic Spikes            |   22 |  59.46% |  59.09% |
| 2    | Scald                   |   19 |  51.35% |  68.42% |
| 3    | Recover                 |   15 |  40.54% |  53.33% |
| 4    | Toxic                   |    6 |  16.22% |  66.67% |
| 4    | Knock Off               |    6 |  16.22% |  16.67% |
| 6    | Haze                    |    4 |  10.81% |  25.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Gliscor                 |   18 |  48.65% |  38.89% |
| 2    | Latias                  |   11 |  29.73% |  72.73% |
| 3    | Clefable                |    9 |  24.32% |  66.67% |
| 3    | Skarmory                |    9 |  24.32% |  44.44% |
| 3    | Diancie                 |    9 |  24.32% |  33.33% |
| 6    | Celesteela              |    8 |  21.62% |  75.00% |
| 6    | Excadrill               |    8 |  21.62% |  75.00% |
| 6    | Tyranitar               |    8 |  21.62% |  62.50% |
| 6    | Landorus-Therian        |    8 |  21.62% |  50.00% |
| 6    | Chansey                 |    8 |  21.62% |  37.50% |
| 11   | Reuniclus               |    7 |  18.92% |  28.57% |
| 12   | Kyurem                  |    6 |  16.22% |  66.67% |
| 12   | Heatran                 |    6 |  16.22% |  50.00% |
| 12   | Corviknight             |    6 |  16.22% |  16.67% |
| 15   | Zapdos                  |    5 |  13.51% |  40.00% |
| 15   | Weavile                 |    5 |  13.51% |  40.00% |
| 15   | Lopunny                 |    5 |  13.51% |  20.00% |
| 18   | Greninja-*              |    4 |  10.81% |  75.00% |
| 18   | Kartana                 |    4 |  10.81% |  50.00% |
| 18   | Slowbro                 |    4 |  10.81% |   0.00% |
| 21   | Ditto                   |    3 |   8.11% |  66.67% |
| 21   | Ferrothorn              |    3 |   8.11% |  66.67% |
| 21   | Tapu Lele               |    3 |   8.11% |  33.33% |
| 24   | Hippowdon               |    2 |   5.41% | 100.00% |
| 24   | Hydreigon               |    2 |   5.41% |  50.00% |
| 24   | Urshifu                 |    2 |   5.41% |  50.00% |
| 24   | Scizor                  |    2 |   5.41% |   0.00% |
| 24   | Aegislash               |    2 |   5.41% |   0.00% |
| 24   | Blissey                 |    2 |   5.41% |   0.00% |
| 24   | Cresselia               |    2 |   5.41% |   0.00% |
| 31   | Latios                  |    1 |   2.70% | 100.00% |
| 31   | Magnezone               |    1 |   2.70% | 100.00% |
| 31   | Volcarona               |    1 |   2.70% | 100.00% |
| 31   | Tangrowth               |    1 |   2.70% | 100.00% |
| 31   | Rapidash                |    1 |   2.70% | 100.00% |
| 31   | Sableye                 |    1 |   2.70% | 100.00% |
| 31   | Serperior               |    1 |   2.70% | 100.00% |
| 31   | Garchomp                |    1 |   2.70% | 100.00% |
| 31   | Gastrodon               |    1 |   2.70% | 100.00% |
| 31   | Slowking-Galar          |    1 |   2.70% |   0.00% |
| 31   | Quagsire                |    1 |   2.70% |   0.00% |
| 31   | Donphan                 |    1 |   2.70% |   0.00% |
| 31   | Charizard               |    1 |   2.70% |   0.00% |
| 31   | Mew                     |    1 |   2.70% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 10   | [Diancie]               |   36 |  16.51% |  44.44% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Moonblast               |   25 |  69.44% |  44.00% |
| 2    | Stealth Rock            |   11 |  30.56% |  54.55% |
| 3    | Diamond Storm           |   10 |  27.78% |  60.00% |
| 4    | Mystical Fire           |    7 |  19.44% |  28.57% |
| 5    | Earth Power             |    6 |  16.67% |  50.00% |
| 6    | Endeavor                |    5 |  13.89% |  80.00% |
| 7    | Substitute              |    4 |  11.11% |  75.00% |
| 8    | Defog                   |    2 |   5.56% |  50.00% |
| 8    | Hidden Power            |    2 |   5.56% |   0.00% |
| 10   | Thunder Wave            |    1 |   2.78% | 100.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Landorus-Therian        |   18 |  50.00% |  38.89% |
| 2    | Ferrothorn              |   11 |  30.56% |  36.36% |
| 3    | Tapu Lele               |   10 |  27.78% |  60.00% |
| 3    | Volcarona               |   10 |  27.78% |  60.00% |
| 5    | Tapu Fini               |    9 |  25.00% |  44.44% |
| 5    | Toxapex                 |    9 |  25.00% |  33.33% |
| 5    | Gliscor                 |    9 |  25.00% |  33.33% |
| 8    | Kyurem                  |    8 |  22.22% |  62.50% |
| 8    | Kartana                 |    8 |  22.22% |  37.50% |
| 10   | Melmetal                |    7 |  19.44% |  71.43% |
| 10   | Zapdos                  |    7 |  19.44% |  71.43% |
| 12   | Weavile                 |    6 |  16.67% |  50.00% |
| 13   | Greninja-*              |    5 |  13.89% |  80.00% |
| 13   | Chansey                 |    5 |  13.89% |   0.00% |
| 15   | Garchomp                |    4 |  11.11% |  75.00% |
| 15   | Serperior               |    4 |  11.11% |  50.00% |
| 15   | Heatran                 |    4 |  11.11% |  25.00% |
| 15   | Slowbro                 |    4 |  11.11% |  25.00% |
| 15   | Dragonite               |    4 |  11.11% |   0.00% |
| 20   | Rotom-Wash              |    3 |   8.33% |  66.67% |
| 20   | Cresselia               |    3 |   8.33% |  66.67% |
| 20   | Celesteela              |    3 |   8.33% |  33.33% |
| 20   | Victini                 |    3 |   8.33% |   0.00% |
| 24   | Thundurus-Therian       |    2 |   5.56% |  50.00% |
| 24   | Aegislash               |    2 |   5.56% |  50.00% |
| 24   | Suicune                 |    2 |   5.56% |  50.00% |
| 24   | Reuniclus               |    2 |   5.56% |   0.00% |
| 24   | Skarmory                |    2 |   5.56% |   0.00% |
| 24   | Magnezone               |    2 |   5.56% |   0.00% |
| 30   | Corviknight             |    1 |   2.78% | 100.00% |
| 30   | Urshifu                 |    1 |   2.78% | 100.00% |
| 30   | Clefable                |    1 |   2.78% | 100.00% |
| 30   | Rillaboom               |    1 |   2.78% | 100.00% |
| 30   | Cloyster                |    1 |   2.78% | 100.00% |
| 30   | Barbaracle              |    1 |   2.78% | 100.00% |
| 30   | Vivillon                |    1 |   2.78% | 100.00% |
| 30   | Slowking-Galar          |    1 |   2.78% |   0.00% |
| 30   | Hydreigon               |    1 |   2.78% |   0.00% |
| 30   | Tangrowth               |    1 |   2.78% |   0.00% |
| 30   | Hawlucha                |    1 |   2.78% |   0.00% |
| 30   | Tapu Koko               |    1 |   2.78% |   0.00% |
| 30   | Blacephalon             |    1 |   2.78% |   0.00% |
| 30   | Kommo-o                 |    1 |   2.78% |   0.00% |

+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Pokemon                 | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 10   | [Lopunny]               |   36 |  16.51% |  44.44% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Moves                   | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Fake Out                |   17 |  47.22% |  52.94% |
| 1    | Close Combat            |   17 |  47.22% |  17.65% |
| 3    | Frustration             |   16 |  44.44% |  37.50% |
| 4    | Return                  |    9 |  25.00% |  55.56% |
| 5    | U-turn                  |    7 |  19.44% |  42.86% |
| 6    | Ice Punch               |    3 |   8.33% |  33.33% |
| 7    | Triple Axel             |    2 |   5.56% |   0.00% |
| 8    | Heal Bell               |    1 |   2.78% | 100.00% |
| 8    | Encore                  |    1 |   2.78% |   0.00% |
+ ---- + ----------------------- + ---- + ------- + ------- +
| Rank | Teammates               | Use  | Usage % |  Win %  |
+ ---- + ----------------------- + ---- + ------- + ------- +
| 1    | Ferrothorn              |   23 |  63.89% |  39.13% |
| 2    | Tapu Fini               |   16 |  44.44% |  43.75% |
| 3    | Zapdos                  |   15 |  41.67% |  46.67% |
| 3    | Tapu Lele               |   15 |  41.67% |  46.67% |
| 5    | Landorus-Therian        |   13 |  36.11% |  46.15% |
| 6    | Garchomp                |    9 |  25.00% |  33.33% |
| 7    | Heatran                 |    8 |  22.22% |  25.00% |
| 8    | Kartana                 |    7 |  19.44% |  57.14% |
| 8    | Excadrill               |    7 |  19.44% |  57.14% |
